track,family,model_kind,inference_backend,status,dataset,sample_index,alpha_mae,gamma_mae,true_alpha,predicted_alpha,true_gamma,predicted_gamma,model_source,kappa_mae
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,26,0.02327420986952709,0.004278346015269286,"[-0.08171726018190384, 0.011382398195564747, -0.005008750595152378]","[-0.10129141783658457, 0.01444395100247465, 0.042178168551838244]","[0.010590596124529839, 0.00294180354103446, 0.01609661988914013]","[0.01276568583569063, 0.005032272882007907, 0.007527140895466508]",artifact:ridge_1q_256.npz,0.009593549033909434
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,27,0.03961812703606258,0.0031040667089656075,"[0.12315589934587479, 0.0965355858206749, 0.091249980032444]","[0.11175291262888187, 0.02105586432402949, 0.12322165292699341]","[0.023595497012138367, 0.004707522690296173, 0.010423691011965275]","[0.0199595034622501, 0.009232378339734525, 0.011575041939535478]",artifact:ridge_1q_256.npz,0.006236702447226183
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,28,0.011438537355803474,0.006417966010318753,"[-0.054884545505046844, -0.03487212583422661, 0.11756568402051926]","[-0.04373958943593687, -0.022095149487271697, 0.10717200436917372]","[0.028721392154693604, 0.006005810108035803, 0.018255434930324554]","[0.015695036242061075, 0.006589500060480672, 0.012611582764445694]",artifact:ridge_1q_256.npz,0.005525803226328445
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,29,0.020057660441871034,0.005098585542055559,"[0.05162276700139046, -0.04108397662639618, -0.04637601971626282]","[0.07127710941105952, -0.062109147945034165, -0.06586948731356887]","[0.02847706712782383, 0.010677973739802837, 0.029334502294659615]","[0.028286279963903052, 0.013239105400447659, 0.016790664493058535]",artifact:ridge_1q_256.npz,0.013761007599591077
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,30,0.03941041322826871,0.006796105025256998,"[0.11917340755462646, 0.14138482511043549, 0.09707947075366974]","[0.11858729990319322, 0.08744605762071851, 0.03337310621001384]","[0.007783834356814623, 0.0034416343551129103, 0.01324321236461401]","[0.01253358564455452, 0.015428817732428525, 0.009591831953898528]",artifact:ridge_1q_256.npz,0.0009230589832607272
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,31,0.01223971351583728,0.005366306414219705,"[-0.05812811106443405, 0.12442636489868164, -0.14876286685466766]","[-0.04911823045140816, 0.15, -0.14662724202150007]","[0.004959802608937025, 0.001411376753821969, 0.022996874526143074]","[0.007046318792216351, 0.009926269465430872, 0.01749936417837219]",artifact:ridge_1q_256.npz,0.011200803340600751
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,32,0.01869014108844677,0.007619034517434353,"[0.004773607011884451, -0.14332544803619385, -0.11131289601325989]","[0.036781428174534087, -0.13337368388985454, -0.09720205805690851]","[0.014414439909160137, 0.0014018536312505603, 0.028392624109983444]","[0.01693904624394909, 0.005992869614031761, 0.012651142875250536]",artifact:ridge_1q_256.npz,0.0006276995004404658
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,33,0.025477297528394435,0.0022670915979151676,"[-0.018563924357295036, -0.10117217898368835, -0.10667350143194199]","[0.011683741106285662, -0.08482138108149387, -0.07684007221253386]","[0.0114177530631423, 0.011231315322220325, 0.005114074796438217]","[0.013761092243370633, 0.011869706714488806, 0.008933619017686906]",artifact:ridge_1q_256.npz,0.004241929748656056
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,34,0.017908894949873244,0.009018361071271977,"[0.06257607042789459, 0.07314684242010117, 0.095927394926548]","[0.025499806808080366, 0.0727524628084605, 0.07967135330838317]","[0.017665499821305275, 0.0039809211157262325, 0.006080253981053829]","[0.00967931995835638, 0.017455924081217433, 0.011674154366429662]",artifact:ridge_1q_256.npz,0.0019746036688188112
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,35,0.02652992401095222,0.006627131361633977,"[-0.06140550598502159, -0.09897389262914658, 0.07664661854505539]","[-0.0723422055188937, -0.07142047769004, 0.03554696098517742]","[0.02603731118142605, 0.02076241560280323, 0.004348214715719223]","[0.02532391907224923, 0.01325563775514431, 0.016009438843785414]",artifact:ridge_1q_256.npz,0.009308639857584892
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,36,0.010740021614374658,0.009360833262137483,"[-0.041594069451093674, -0.02064678631722927, 0.02793867513537407]","[-0.038402274470435295, -0.03875204498724946, 0.017015663942928666]","[9.915765258483589e-05, 0.024731889367103577, 0.002957034856081009]","[0.009422452015019084, 0.01193781629775768, 0.00892216721071331]",artifact:ridge_1q_256.npz,0.0252855242716589
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,37,0.015965812019126818,0.005716487123294204,"[0.12689687311649323, 0.14770330488681793, -0.06450086086988449]","[0.14048846604244197, 0.15, -0.03249171285163485]","[0.008366153575479984, 0.015757348388433456, 0.02805270254611969]","[0.00660541607039954, 0.02751251220800338, 0.024419142500887447]",artifact:ridge_1q_256.npz,0.010422346735245114
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,38,0.05320030206366266,0.0036819332839574995,"[0.07642470300197601, 0.0252485740929842, 0.10824345797300339]","[0.03395464428129087, -0.0250873931287531, 0.04144857772443782]","[0.025278987362980843, 0.00587890762835741, 0.011560451239347458]","[0.020477352693841194, 0.011425582858875058, 0.01225794119156266]",artifact:ridge_1q_256.npz,0.0004997136190313667
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,39,0.024164001881604752,0.0037010882769723335,"[-0.05778779461979866, 0.11740332841873169, 0.09044265002012253]","[-0.10955381078839947, 0.11514635342796753, 0.10891166450557181]","[0.0012739842059090734, 0.008931344375014305, 0.007528923451900482]","[0.006856060755143053, 0.006783933731929941, 0.010902701090499138]",artifact:ridge_1q_256.npz,0.001055095494279422
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,40,0.05397962497108858,0.005888655830843653,"[0.08705227077007294, -0.14274942874908447, -0.13358762860298157]","[0.007010246637272195, -0.09805137379706871, -0.09638883277453233]","[0.004871262237429619, 0.015594188123941422, 0.00533636100590229]","[0.007131558440806596, 0.0232914541459278, 0.01304476627306989]",artifact:ridge_1q_256.npz,0.0010391313959623588
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,41,0.0152382587856972,0.001942503330587208,"[0.01832418330013752, 0.13905778527259827, 0.02706081233918667]","[0.028781770051823002, 0.11231688816995326, 0.03557710484194778]","[0.01714375801384449, 0.002701421035453677, 0.010830024257302284]","[0.01454379647013033, 0.005667049129728673, 0.010568103903529816]",artifact:ridge_1q_256.npz,0.019626246629712525
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,42,0.02652318457402765,0.0058414154608296765,"[-0.10875269770622253, 0.13029910624027252, 0.11417751759290695]","[-0.052912826924336374, 0.10969132037289739, 0.11729941466572862]","[0.029889535158872604, 0.026345018297433853, 0.026014698669314384]","[0.020275076107577353, 0.02958633028646294, 0.021346223327149694]",artifact:ridge_1q_256.npz,0.012214109644656565
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,43,0.019085814561182135,0.00584032654335406,"[0.03323584049940109, 0.09151508659124374, 0.14154858887195587]","[0.013336181372273301, 0.07801086449655278, 0.11769502641022822]","[0.015939584001898766, 0.008735663257539272, 0.011496612802147865]","[0.02325310339207091, 0.0014565743589659078, 0.014424984143464537]",artifact:ridge_1q_256.npz,0.0029025193969945892
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,44,0.014101318039205704,0.0028966810666601673,"[0.10473427921533585, 0.03385952115058899, -0.07529330998659134]","[0.07888665156616657, 0.03743591756769131, -0.08817324003793686]","[0.011646511033177376, 0.015940913930535316, 0.007384525146335363]","[0.007740517508780192, 0.01516040226455739, 0.011388063155940755]",artifact:ridge_1q_256.npz,0.00019328316709754656
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,45,0.026930810947599665,0.004104294103152282,"[-0.08916366845369339, -0.13872984051704407, -0.13179026544094086]","[-0.043075269411199095, -0.13030006287548362, -0.10551600928219661]","[0.011860460974276066, 0.006417462602257729, 0.02887832187116146]","[0.011312695246092361, 0.008621339500574811, 0.019317082188205402]",artifact:ridge_1q_256.npz,0.003026310128625004
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,46,0.03802602470413947,0.006069748302613688,"[-0.006443555932492018, -0.0039600953459739685, -0.1323787420988083]","[-0.03799861750104708, 0.039695708041253365, -0.09351153294217228]","[0.007502892054617405, 0.011726991273462772, 0.006828672718256712]","[0.0018801074773903623, 0.017781896186484153, 0.013360228135849353]",artifact:ridge_1q_256.npz,0.005677536938289554
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,47,0.017237561906465994,0.009000642809444168,"[0.07352166622877121, -0.0814443901181221, -0.14027367532253265]","[0.08931001043606315, -0.09066412239880163, -0.11356906609110615]","[0.02998800203204155, 0.00040011954843066633, 0.02703053131699562]","[0.015495006289895844, 0.012323524001651171, 0.026445003084029327]",artifact:ridge_1q_256.npz,0.004444966488629465
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,48,0.020031455307743928,0.007478607074941201,"[0.05201771482825279, 0.13774992525577545, -0.13413819670677185]","[0.06511236107205538, 0.1106782715974646, -0.11421013068565351]","[0.018990563228726387, 0.0225184578448534, 0.00205247406847775]","[0.013705699084850035, 0.01991636285572231, 0.016601336160293908]",artifact:ridge_1q_256.npz,0.017079195706968628
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,49,0.012612751313609944,0.005702984398032635,"[0.09283892065286636, 0.02008589170873165, -0.1268850415945053]","[0.10412570913864717, 0.015358582502884025, -0.10506088534530392]","[7.348004874074832e-05, 0.015739869326353073, 0.005969433579593897]","[0.009307477143098236, 0.019035166268622443, 0.010549092737064943]",artifact:ridge_1q_256.npz,0.016482352908365534
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,50,0.03402056127414894,0.0018932577460616374,"[0.03262173756957054, -0.0745607241988182, -0.11881037801504135]","[0.1132973585870763, -0.0556257741770498, -0.121261490798214]","[0.020566897466778755, 0.01586170122027397, 0.019376488402485847]","[0.01648639964196043, 0.01722032360972668, 0.019617141426399726]",artifact:ridge_1q_256.npz,0.0046441998647133685
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,51,0.005558571365957317,0.003881328804242932,"[0.02463001012802124, -0.08449839055538177, -0.011164950206875801]","[0.01702698682782884, -0.0855884181732906, -0.0031822870271050775]","[0.0040633962489664555, 0.002440501470118761, 0.00737944059073925]","[0.011343820510717036, 0.001737069517363344, 0.0037193103925164516]",artifact:ridge_1q_256.npz,0.011287746504447242
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,52,0.03527871575870706,0.003964118275979608,"[0.1332598626613617, 0.09200329333543777, -0.005927967373281717]","[0.07909503818442619, 0.06635509862553216, -0.03195109546256177]","[0.02049439772963524, 0.012432251125574112, 0.02168668434023857]","[0.019819599868972103, 0.014624794678781644, 0.012661670926170415]",artifact:ridge_1q_256.npz,0.006509783856571971
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,53,0.005731878462996147,0.0029966529151342325,"[-0.08535405993461609, 0.0008177410927601159, -0.14886574447155]","[-0.09765307363556822, -0.0029446250668261915, -0.15]","[0.02149742655456066, 0.029005685821175575, 0.023853998631238937]","[0.02081144004743924, 0.02684771495165536, 0.03]",artifact:ridge_1q_256.npz,0.00562406087263953
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,54,0.06551716731251161,0.0018733878693171443,"[0.09568420052528381, 0.1083521842956543, -0.14042919874191284]","[0.12068027854113582, 0.03323777985241597, -0.04398817926346832]","[0.018004607409238815, 0.024146711453795433, 0.01833270862698555]","[0.015793034867998722, 0.02139587871293066, 0.017674950301138984]",artifact:ridge_1q_256.npz,0.012224936226039575
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,55,0.035413301903618376,0.011142825348815805,"[-0.022674789652228355, -0.021736130118370056, -0.11202213168144226]","[0.02356626307386727, -0.045739436497287456, -0.07602658507560016]","[0.027377594262361526, 0.027668993920087814, 0.0013887458480894566]","[0.019144843412951702, 0.012135649289161308, 0.01105112641420054]",artifact:ridge_1q_256.npz,0.017664173258680804
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,56,0.025184561729465035,0.004412492028589347,"[-0.003878388088196516, 0.05849418044090271, 0.12435054033994675]","[-0.018820532141431687, 0.021272085786370493, 0.14773998682057446]","[0.0175738837569952, 0.01829436793923378, 0.009996076114475727]","[0.01709169619308813, 0.02022630207371608, 0.020819430501854395]",artifact:ridge_1q_256.npz,0.014001766641053327
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,57,0.03440972128317223,0.00854466916268144,"[0.02724079228937626, 0.0448320098221302, -0.09435217082500458]","[0.10707749126073549, 0.05595801447232349, -0.0820857105970404]","[0.0012345146387815475, 0.013531376607716084, 0.02663695253431797]","[0.006824147439396652, 0.020806486817710156, 0.013867688056882826]",artifact:ridge_1q_256.npz,0.014388768261286704
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,58,0.03607426769758513,0.006741841783902194,"[0.0032297433353960514, 0.09665511548519135, -0.10271803289651871]","[-0.05163980276868313, 0.09058382559999643, -0.15]","[0.029594656080007553, 0.010699205100536346, 0.007605950813740492]","[0.020162161478825106, 0.020590251720846303, 0.00850793494395467]",artifact:ridge_1q_256.npz,0.000980423480312801
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,59,0.023803339138513322,0.001435557859904012,"[-0.09260997921228409, -0.03342202678322792, 0.06468036770820618]","[-0.06887659260467772, -0.07478884980851898, 0.05837055992556363]","[0.01868140883743763, 0.017447901889681816, 0.01891038380563259]","[0.019947389806679663, 0.018215752070388044, 0.016637541375868817]",artifact:ridge_1q_256.npz,0.008278649934034425
synthetic_ground_truth,1q,ridge,classical_cpu,evaluated,artifacts/datasets/1q_mixed_channel_test.npz,60,0.03479968704071525,0.0050238010243627155,"[-0.004620060790330172, 0.008328200317919254, -0.021814431995153427]","[-0.0018377206785864138, -0.057058022629976515, 0.014416066067352802]","[0.007127708289772272, 0.02861560694873333, 0.020077526569366455]","[0.011114022051664244, 0.01828250816911606, 0.020829517100945362]",artifact:ridge_1q_256.npz,0.014496200927824188
